Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
112	:	1569850887.673	    16.781	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/solvers/gramschmidt && timeout --signal=TERM 0 ./NO_SSA_gramschmidt.exe   < /dev/null &> /dev/null
113	:	1569850904.456	    65.846	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/solvers/lu && timeout --signal=TERM 0 ./NO_SSA_lu.exe   < /dev/null &> /dev/null
114	:	1569850970.305	    68.898	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/solvers/ludcmp && timeout --signal=TERM 0 ./NO_SSA_ludcmp.exe   < /dev/null &> /dev/null
115	:	1569851039.206	     0.029	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/solvers/trisolv && timeout --signal=TERM 0 ./NO_SSA_trisolv.exe   < /dev/null &> /dev/null
116	:	1569851039.239	     5.611	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/gemm && timeout --signal=TERM 0 ./NO_SSA_gemm.exe   < /dev/null &> /dev/null
117	:	1569851044.853	     0.108	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/gemver && timeout --signal=TERM 0 ./NO_SSA_gemver.exe   < /dev/null &> /dev/null
118	:	1569851044.964	     0.048	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/gesummv && timeout --signal=TERM 0 ./NO_SSA_gesummv.exe   < /dev/null &> /dev/null
119	:	1569851045.015	     7.680	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/symm && timeout --signal=TERM 0 ./NO_SSA_symm.exe   < /dev/null &> /dev/null
120	:	1569851052.698	     9.276	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/syr2k && timeout --signal=TERM 0 ./NO_SSA_syr2k.exe   < /dev/null &> /dev/null
121	:	1569851061.977	     5.480	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/syrk && timeout --signal=TERM 0 ./NO_SSA_syrk.exe   < /dev/null &> /dev/null
122	:	1569851067.460	     6.032	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/linear-algebra/blas/trmm && timeout --signal=TERM 0 ./NO_SSA_trmm.exe   < /dev/null &> /dev/null
123	:	1569851073.494	    10.805	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/datamining/correlation && timeout --signal=TERM 0 ./NO_SSA_correlation.exe   < /dev/null &> /dev/null
124	:	1569851084.302	    11.832	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/datamining/covariance && timeout --signal=TERM 0 ./NO_SSA_covariance.exe   < /dev/null &> /dev/null
125	:	1569851096.137	   102.294	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/medley/floyd-warshall && timeout --signal=TERM 0 ./NO_SSA_floyd-warshall.exe   < /dev/null &> /dev/null
126	:	1569851198.434	     6.279	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/medley/deriche && timeout --signal=TERM 0 ./NO_SSA_deriche.exe   < /dev/null &> /dev/null
127	:	1569851204.715	    22.467	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/medley/nussinov && timeout --signal=TERM 0 ./NO_SSA_nussinov.exe   < /dev/null &> /dev/null
128	:	1569851227.184	    19.315	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/adi && timeout --signal=TERM 0 ./NO_SSA_adi.exe   < /dev/null &> /dev/null
129	:	1569851246.501	     8.878	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/fdtd-2d && timeout --signal=TERM 0 ./NO_SSA_fdtd-2d.exe   < /dev/null &> /dev/null
130	:	1569851255.381	     9.845	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/heat-3d && timeout --signal=TERM 0 ./NO_SSA_heat-3d.exe   < /dev/null &> /dev/null
131	:	1569851265.228	     0.009	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/jacobi-1d && timeout --signal=TERM 0 ./NO_SSA_jacobi-1d.exe   < /dev/null &> /dev/null
132	:	1569851265.240	     7.565	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/jacobi-2d && timeout --signal=TERM 0 ./NO_SSA_jacobi-2d.exe   < /dev/null &> /dev/null
133	:	1569851272.808	    30.883	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PolyBench/stencils/seidel-2d && timeout --signal=TERM 0 ./NO_SSA_seidel-2d.exe   < /dev/null &> /dev/null
134	:	1569851303.693	   108.626	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/SciMark2-C && timeout --signal=TERM 0 ./NO_SSA_SciMark2-C.exe   < /dev/null &> /dev/null
135	:	1569851412.322	     8.399	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/sim && timeout --signal=TERM 0 ./NO_SSA_sim.exe  8 tob.38-44 liv.42-48  < /dev/null &> /dev/null
136	:	1569851420.730	    47.170	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/mafft && timeout --signal=TERM 0 ./NO_SSA_mafft.exe  -b 62 -g 0.100 -f 2.00 -h 0.100 -L  <  pyruvate_decarboxylase.fasta  &> /dev/null
137	:	1569851467.902	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/tramp3d-v4 && timeout --signal=TERM 0 ./NO_SSA_tramp3d-v4.exe  --cartvis 1.0 0.0 --rhomin 1e-8 -n 4 --domain 32 32 32 < /dev/null &> /dev/null
138	:	1569851467.908	    40.000	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/llubenchmark && timeout --signal=TERM 0 ./NO_SSA_llu.exe -i 6000 < /dev/null &> /dev/null
139	:	1569851507.910	     4.630	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/nbench && timeout --signal=TERM 0 ./NO_SSA_nbench.exe  < /dev/null &> /dev/null
140	:	1569851512.544	     1.754	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Ptrdist/anagram && timeout --signal=TERM 0 ./NO_SSA_anagram.exe  words 2  < input.OUT &> /dev/null
141	:	1569851514.301	     0.568	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Ptrdist/bc && timeout --signal=TERM 0 ./NO_SSA_bc.exe   < primes.b &> /dev/null
142	:	1569851514.872	     1.328	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Ptrdist/ft && timeout --signal=TERM 0 ./NO_SSA_ft.exe  1500 100000  < /dev/null &> /dev/null
143	:	1569851516.202	     1.871	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Ptrdist/ks && timeout --signal=TERM 0 ./NO_SSA_ks.exe  KL-4.in  < /dev/null &> /dev/null
144	:	1569851518.075	     1.934	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Ptrdist/yacr2 && timeout --signal=TERM 0 ./NO_SSA_yacr2.exe  input2.in  < /dev/null &> /dev/null
145	:	1569851520.012	     1.875	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/enc-3des && timeout --signal=TERM 0 ./NO_SSA_enc-3des.exe 100 < /dev/null &> /dev/null
146	:	1569851521.890	     1.965	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/enc-md5 && timeout --signal=TERM 0 ./NO_SSA_enc-md5.exe 10 < /dev/null &> /dev/null
147	:	1569851523.858	     1.375	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/enc-pc1 && timeout --signal=TERM 0 ./NO_SSA_enc-pc1.exe 5000000 < /dev/null &> /dev/null
148	:	1569851525.235	     1.970	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/enc-rc4 && timeout --signal=TERM 0 ./NO_SSA_enc-rc4.exe 200000 < /dev/null &> /dev/null
149	:	1569851527.207	     1.345	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/netbench-crc && timeout --signal=TERM 0 ./NO_SSA_netbench-crc.exe 12000 < /dev/null &> /dev/null
150	:	1569851528.553	     5.268	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Trimaran/netbench-url && timeout --signal=TERM 0 ./NO_SSA_netbench-url.exe medium_inputs 900 < /dev/null &> /dev/null
151	:	1569851533.822	     6.398	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/ControlFlow-dbl && timeout --signal=TERM 0 ./NO_SSA_ControlFlow-dbl.exe  2325 14  < /dev/null &> /dev/null
152	:	1569851540.223	     7.396	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/ControlFlow-flt && timeout --signal=TERM 0 ./NO_SSA_ControlFlow-flt.exe  2325 5  < /dev/null &> /dev/null
153	:	1569851547.622	     9.008	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/ControlLoops-dbl && timeout --signal=TERM 0 ./NO_SSA_ControlLoops-dbl.exe  1640 14  < /dev/null &> /dev/null
154	:	1569851556.632	    10.536	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/ControlLoops-flt && timeout --signal=TERM 0 ./NO_SSA_ControlLoops-flt.exe  1640 5  < /dev/null &> /dev/null
155	:	1569851567.170	     8.329	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/CrossingThresholds-dbl && timeout --signal=TERM 0 ./NO_SSA_CrossingThresholds-dbl.exe  5880 14  < /dev/null &> /dev/null
156	:	1569851575.502	     8.616	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/CrossingThresholds-flt && timeout --signal=TERM 0 ./NO_SSA_CrossingThresholds-flt.exe  5880 5  < /dev/null &> /dev/null
157	:	1569851584.121	     6.391	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Equivalencing-dbl && timeout --signal=TERM 0 ./NO_SSA_Equivalencing-dbl.exe  3125 14  < /dev/null &> /dev/null
158	:	1569851590.515	     6.320	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Equivalencing-flt && timeout --signal=TERM 0 ./NO_SSA_Equivalencing-flt.exe  3125 5  < /dev/null &> /dev/null
159	:	1569851596.838	     8.289	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Expansion-dbl && timeout --signal=TERM 0 ./NO_SSA_Expansion-dbl.exe  4160 14  < /dev/null &> /dev/null
160	:	1569851605.131	     7.353	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Expansion-flt && timeout --signal=TERM 0 ./NO_SSA_Expansion-flt.exe  4160 5  < /dev/null &> /dev/null
161	:	1569851612.487	     9.605	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/GlobalDataFlow-dbl && timeout --signal=TERM 0 ./NO_SSA_GlobalDataFlow-dbl.exe  3450 14  < /dev/null &> /dev/null
162	:	1569851622.095	    10.451	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/GlobalDataFlow-flt && timeout --signal=TERM 0 ./NO_SSA_GlobalDataFlow-flt.exe  3450 5  < /dev/null &> /dev/null
163	:	1569851632.549	     8.596	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/IndirectAddressing-dbl && timeout --signal=TERM 0 ./NO_SSA_IndirectAddressing-dbl.exe  12500 14  < /dev/null &> /dev/null
164	:	1569851641.148	     8.887	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/IndirectAddressing-flt && timeout --signal=TERM 0 ./NO_SSA_IndirectAddressing-flt.exe  12500 5  < /dev/null &> /dev/null
165	:	1569851650.039	    11.728	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/InductionVariable-dbl && timeout --signal=TERM 0 ./NO_SSA_InductionVariable-dbl.exe  9100 14  < /dev/null &> /dev/null
166	:	1569851661.770	    11.710	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/InductionVariable-flt && timeout --signal=TERM 0 ./NO_SSA_InductionVariable-flt.exe  9100 5  < /dev/null &> /dev/null
167	:	1569851673.484	     9.967	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LinearDependence-dbl && timeout --signal=TERM 0 ./NO_SSA_LinearDependence-dbl.exe  3570 14  < /dev/null &> /dev/null
168	:	1569851683.454	     9.574	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LinearDependence-flt && timeout --signal=TERM 0 ./NO_SSA_LinearDependence-flt.exe  3570 5  < /dev/null &> /dev/null
169	:	1569851693.030	     8.621	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LoopRerolling-dbl && timeout --signal=TERM 0 ./NO_SSA_LoopRerolling-dbl.exe  5260 14  < /dev/null &> /dev/null
170	:	1569851701.654	     8.884	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LoopRerolling-flt && timeout --signal=TERM 0 ./NO_SSA_LoopRerolling-flt.exe  5260 5  < /dev/null &> /dev/null
171	:	1569851710.541	     6.410	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LoopRestructuring-dbl && timeout --signal=TERM 0 ./NO_SSA_LoopRestructuring-dbl.exe  4350 14  < /dev/null &> /dev/null
172	:	1569851716.953	     4.922	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/LoopRestructuring-flt && timeout --signal=TERM 0 ./NO_SSA_LoopRestructuring-flt.exe  4350 5  < /dev/null &> /dev/null
173	:	1569851721.881	     8.055	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/NodeSplitting-dbl && timeout --signal=TERM 0 ./NO_SSA_NodeSplitting-dbl.exe  10000 14  < /dev/null &> /dev/null
174	:	1569851729.939	     7.638	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/NodeSplitting-flt && timeout --signal=TERM 0 ./NO_SSA_NodeSplitting-flt.exe  10000 5  < /dev/null &> /dev/null
175	:	1569851737.579	    10.368	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Packing-dbl && timeout --signal=TERM 0 ./NO_SSA_Packing-dbl.exe  50000 14  < /dev/null &> /dev/null
176	:	1569851747.950	     9.003	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Packing-flt && timeout --signal=TERM 0 ./NO_SSA_Packing-flt.exe  50000 5  < /dev/null &> /dev/null
177	:	1569851756.954	     6.076	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Recurrences-dbl && timeout --signal=TERM 0 ./NO_SSA_Recurrences-dbl.exe  20000 14  < /dev/null &> /dev/null
178	:	1569851763.033	     6.921	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Recurrences-flt && timeout --signal=TERM 0 ./NO_SSA_Recurrences-flt.exe  20000 5  < /dev/null &> /dev/null
179	:	1569851769.958	     9.256	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Reductions-dbl && timeout --signal=TERM 0 ./NO_SSA_Reductions-dbl.exe  1670 14  < /dev/null &> /dev/null
180	:	1569851779.216	    10.455	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Reductions-flt && timeout --signal=TERM 0 ./NO_SSA_Reductions-flt.exe  1670 5  < /dev/null &> /dev/null
181	:	1569851789.674	    10.368	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Searching-dbl && timeout --signal=TERM 0 ./NO_SSA_Searching-dbl.exe  80000 14  < /dev/null &> /dev/null
182	:	1569851800.044	    10.345	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Searching-flt && timeout --signal=TERM 0 ./NO_SSA_Searching-flt.exe  80000 5  < /dev/null &> /dev/null
183	:	1569851810.391	     6.292	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/StatementReordering-dbl && timeout --signal=TERM 0 ./NO_SSA_StatementReordering-dbl.exe  20000 14  < /dev/null &> /dev/null
184	:	1569851816.686	     6.679	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/StatementReordering-flt && timeout --signal=TERM 0 ./NO_SSA_StatementReordering-flt.exe  20000 5  < /dev/null &> /dev/null
185	:	1569851823.368	    11.388	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Symbolics-dbl && timeout --signal=TERM 0 ./NO_SSA_Symbolics-dbl.exe  9090 14  < /dev/null &> /dev/null
186	:	1569851834.759	    10.646	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/TSVC/Symbolics-flt && timeout --signal=TERM 0 ./NO_SSA_Symbolics-flt.exe  9090 5  < /dev/null &> /dev/null
187	:	1569851845.408	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/PAQ8p && timeout --signal=TERM 0 ./NO_SSA_PAQ8p.exe  -1 small.in  < /dev/null &> /dev/null
188	:	1569851845.413	     4.398	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/NPB-serial/dc && timeout --signal=TERM 0 ./NO_SSA_dc.exe  10000000 ADC.par  < /dev/null &> /dev/null
189	:	1569851849.816	     7.768	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/NPB-serial/is && timeout --signal=TERM 0 ./NO_SSA_is.exe  < /dev/null &> /dev/null
190	:	1569851857.586	     0.187	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/8b10b && timeout --signal=TERM 0 ./NO_SSA_8b10b.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/8b10b/input 2000 < /dev/null &> /dev/null
191	:	1569851857.774	     1.631	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/beamformer && timeout --signal=TERM 0 ./NO_SSA_beamformer.exe -i 140 < /dev/null &> /dev/null
192	:	1569851859.407	     4.036	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/bmm && timeout --signal=TERM 0 ./NO_SSA_bmm.exe 1024 64 < /dev/null &> /dev/null
193	:	1569851863.444	     1.720	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/dbms && timeout --signal=TERM 0 ./NO_SSA_dbms.exe -i /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/dbms/dbms.ref.in < /dev/null &> /dev/null
194	:	1569851865.166	     2.354	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/VersaBench/ecbdes && timeout --signal=TERM 0 ./NO_SSA_ecbdes.exe 16 < /dev/null &> /dev/null
195	:	1569851867.522	     0.221	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/analyzer && timeout --signal=TERM 0 ./NO_SSA_analyzer.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/analyzer/test.in < /dev/null &> /dev/null
196	:	1569851867.746	     0.105	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/distray && timeout --signal=TERM 0 ./NO_SSA_distray.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/distray/test.in < /dev/null &> /dev/null
197	:	1569851867.854	     0.488	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/fourinarow && timeout --signal=TERM 0 ./NO_SSA_fourinarow.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/fourinarow/test.in < /dev/null &> /dev/null
198	:	1569851868.345	     0.237	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/mason && timeout --signal=TERM 0 ./NO_SSA_mason.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/mason/test.in < /dev/null &> /dev/null
199	:	1569851868.584	     0.230	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/neural && timeout --signal=TERM 0 ./NO_SSA_neural.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/neural/test.in < /dev/null &> /dev/null
200	:	1569851868.817	     0.261	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/pcompress2 && timeout --signal=TERM 0 ./NO_SSA_pcompress2.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/pcompress2/test.in < /dev/null &> /dev/null
201	:	1569851869.080	     0.153	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/pifft && timeout --signal=TERM 0 ./NO_SSA_pifft.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/FreeBench/pifft/test.in < /dev/null &> /dev/null
202	:	1569851869.235	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
203	:	1569851869.241	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
204	:	1569851869.246	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
205	:	1569851869.252	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
206	:	1569851869.258	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
207	:	1569851869.263	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
208	:	1569851869.269	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
209	:	1569851869.276	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
210	:	1569851869.283	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
211	:	1569851869.290	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
212	:	1569851869.295	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
213	:	1569851869.301	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
214	:	1569851869.307	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
215	:	1569851869.313	     0.005	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
216	:	1569851869.319	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
217	:	1569851869.325	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
218	:	1569851869.332	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
219	:	1569851869.338	     0.006	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
